# Oracle Linux 5

## Sustaining Support

Oracle Linux 6 Update 3 Patch (x86_64)	ol6_u3_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 3 (x86_64)	743
Oracle Linux 6 Update 4 Patch (i386)	ol6_u4_i386_patch	Updated packages published after release of Oracle Linux 6 Update 4 (i386)	756
Oracle Linux 6 Update 4 Patch (x86_64)	ol6_u4_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 4 (x86_64)	971
Oracle Linux 6 Update 5 Patch (i386)	ol6_u5_i386_patch	Updated packages published after release of Oracle Linux 6 Update 5 (i386)	694
Oracle Linux 6 Update 5 Patch (x86_64)	ol6_u5_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 5 (x86_64)	942
Oracle Linux 6 Update 6 Patch (i386)	ol6_u6_i386_patch	Updated packages published after release of Oracle Linux 6 Update 6 (i386)	599
Oracle Linux 6 Update 6 Patch (x86_64)	ol6_u6_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 6 (x86_64)	766
Oracle Linux 6 Update 7 Patch (i386)	ol6_u7_i386_patch	Updated packages published after release of Oracle Linux 6 Update 7 (i386)	719
Oracle Linux 6 Update 7 Patch (x86_64)	ol6_u7_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 7 (x86_64)	909
Oracle Linux 6 Update 8 Patch (i386)	ol6_u8_i386_patch	Updated packages published after release of Oracle Linux 6 Update 8 (i386)	410
Oracle Linux 6 Update 8 Patch (x86_64)	ol6_u8_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 8 (x86_64)	556
Oracle Linux 6 Update 9 Patch (i386)	ol6_u9_i386_patch	Updated packages published after release of Oracle Linux 6 Update 9 (i386)	485
Oracle Linux 6 Update 9 Patch (x86_64)	ol6_u9_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 9 (x86_64)	619
Oracle Linux 6 Update 10 Patch (i386)	ol6_u10_i386_patch	Updated packages published after release of Oracle Linux 6 Update 10 (i386)	532
Oracle Linux 6 Update 10 Patch (x86_64)	ol6_u10_x86_64_patch	Updated packages published after release of Oracle Linux 6 Update 10 (x86_64)	694

## Exadata

Exadata release 12.1.2.1.0 db server installation packages (x86_64)	exadata_dbserver_12.1.2.1.0_x86_64_base	All packages released on the Exadata release 12.1.2.1.0 (x86_64) OL6 installation media. This channel does not contain updates.	455
Exadata release 12.1.2.1.1 db server installation packages (x86_64)	exadata_dbserver_12.1.2.1.1_x86_64_base	All packages released on the Exadata release 12.1.2.1.1 (x86_64) OL6 installation media. This channel does not contain updates.	455
Exadata release 12.1.2.1.2 db server installation packages (x86_64)	exadata_dbserver_12.1.2.1.2_x86_64_base	All packages released on the Exadata release 12.1.2.1.2 (x86_64) OL6 installation media. This channel does not contain updates.	459
Exadata release 12.1.2.1.3 db server installation packages (x86_64)	exadata_dbserver_12.1.2.1.3_x86_64_base	All packages released on the Exadata release 12.1.2.1.3 (x86_64) OL6 installation media. This channel does not contain updates.	459
Exadata release 12.1.2.2.0 db server installation packages (x86_64)	exadata_dbserver_12.1.2.2.0_x86_64_base	All packages released on the Exadata release 12.1.2.2.0 (x86_64) OL6 installation media. This channel does not contain updates.	400
Exadata release 12.1.2.2.1 db server installation packages (x86_64)	exadata_dbserver_12.1.2.2.1_x86_64_base	All packages released on the Exadata release 12.1.2.2.1 (x86_64) OL6 installation media. This channel does not contain updates.	400
Exadata release 12.1.2.2.2 db server installation packages (x86_64)	exadata_dbserver_12.1.2.2.2_x86_64_base	All packages released on the Exadata release 12.1.2.2.2 (x86_64) OL6 installation media. This channel does not contain updates.	402
Exadata release 12.1.2.2.3 db server installation packages (x86_64)	exadata_dbserver_12.1.2.2.3_x86_64_base	All packages released on the Exadata release 12.1.2.2.3 (x86_64) OL6 installation media. This channel does not contain updates.	403
Exadata release 12.1.2.3.0 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.0_x86_64_base	All packages released on the Exadata release 12.1.2.3.0 (x86_64) OL6 installation media. This channel does not contain updates.	409
Exadata release 12.1.2.3.1 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.1_x86_64_base	All packages released on the Exadata release 12.1.2.3.1 (x86_64) OL6 installation media. This channel does not contain updates.	409
Exadata release 12.1.2.3.2 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.2_x86_64_base	All packages released on the Exadata release 12.1.2.3.2 (x86_64) OL6 installation media. This channel does not contain updates.	410
Exadata release 12.1.2.3.3 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.3_x86_64_base	All packages released on the Exadata release 12.1.2.3.3 (x86_64) OL6 installation media. This channel does not contain updates.	410
Exadata release 12.1.2.3.4 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.4_x86_64_base	All packages released on the Exadata release 12.1.2.3.4 (x86_64) OL6 installation media. This channel does not contain updates.	411
Exadata release 12.1.2.3.5 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.5_x86_64_base	All packages released on the Exadata release 12.1.2.3.5 (x86_64) OL6 installation media. This channel does not contain updates.	412
Exadata release 12.1.2.3.6 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.6_x86_64_base	All packages released on the Exadata release 12.1.2.3.6 (x86_64) OL6 installation media. This channel does not contain updates.	412
Exadata release 12.1.2.3.7 db server installation packages (x86_64)	exadata_dbserver_12.1.2.3.7_x86_64_base	All packages released on the Exadata release 12.1.2.3.7 (x86_64) OL6 installation media. This channel does not contain updates.	412
Exadata release 12.2.1.1.0 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.0_x86_64_base	All packages released on the Exadata release 12.2.1.1.0 (x86_64) OL6 installation media. This channel does not contain updates.	454
Exadata release 12.2.1.1.1 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.1_x86_64_base	All packages released on the Exadata release 12.2.1.1.1 (x86_64) OL6 installation media. This channel does not contain updates.	455
Exadata release 12.2.1.1.2 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.2_x86_64_base	All packages released on the Exadata release 12.2.1.1.2 (x86_64) OL6 installation media. This channel does not contain updates.	455
Exadata release 12.2.1.1.3 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.3_x86_64_base	All packages released on the Exadata release 12.2.1.1.3 (x86_64) OL6 installation media. This channel does not contain updates.	455
Exadata release 12.2.1.1.4 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.4_x86_64_base	All packages released on the Exadata release 12.2.1.1.4 (x86_64) OL6 installation media. This channel does not contain updates.	456
Exadata release 12.2.1.1.5 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.5_x86_64_base	All packages released on the Exadata release 12.2.1.1.5 (x86_64) OL6 installation media. This channel does not contain updates.	456
Exadata release 12.2.1.1.6 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.6_x86_64_base	All packages released on the Exadata release 12.2.1.1.6 (x86_64) OL6 installation media. This channel does not contain updates.	456
Exadata release 12.2.1.1.7 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.7_x86_64_base	All packages released on the Exadata release 12.2.1.1.7 (x86_64) OL6 installation media. This channel does not contain updates.	457
Exadata release 12.2.1.1.8 db server installation packages (x86_64)	exadata_dbserver_12.2.1.1.8_x86_64_base	All packages released on the Exadata release 12.2.1.1.8 (x86_64) OL6 installation media. This channel does not contain updates.	457
Exadata release 18.1.0.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.0.0.0_x86_64_base	All packages released on the Exadata release 18.1.0.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	467
Exadata release 18.1.1.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.1.0.0_x86_64_base	All packages released on the Exadata release 18.1.1.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	467
Exadata release 18.1.10.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.10.0.0_x86_64_base	All packages released on the Exadata release 18.1.10.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.11.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.11.0.0_x86_64_base	All packages released on the Exadata release 18.1.11.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.12.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.12.0.0_x86_64_base	All packages released on the Exadata release 18.1.12.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	470
Exadata release 18.1.13.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.13.0.0_x86_64_base	All packages released on the Exadata release 18.1.13.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	470
Exadata release 18.1.14.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.14.0.0_x86_64_base	All packages released on the Exadata release 18.1.14.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	471
Exadata release 18.1.15.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.15.0.0_x86_64_base	All packages released on the Exadata release 18.1.15.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	471
Exadata release 18.1.16.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.16.0.0_x86_64_base	All packages released on the Exadata release 18.1.16.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	470
Exadata release 18.1.17.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.17.0.0_x86_64_base	All packages released on the Exadata release 18.1.17.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	470
Exadata release 18.1.18.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.18.0.0_x86_64_base	All packages released on the Exadata release 18.1.18.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	471
Exadata release 18.1.19.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.19.0.0_x86_64_base	All packages released on the Exadata release 18.1.19.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	473
Exadata release 18.1.2.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.2.0.0_x86_64_base	All packages released on the Exadata release 18.1.2.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	468
Exadata release 18.1.20.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.20.0.0_x86_64_base	All packages released on the Exadata release 18.1.20.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.21.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.21.0.0_x86_64_base	All packages released on the Exadata release 18.1.21.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.22.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.22.0.0_x86_64_base	All packages released on the Exadata release 18.1.22.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.23.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.23.0.0_x86_64_base	All packages released on the Exadata release 18.1.23.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.25.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.25.0.0_x86_64_base	All packages released on the Exadata release 18.1.25.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.26.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.26.0.0_x86_64_base	All packages released on the Exadata release 18.1.26.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.27.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.27.0.0_x86_64_base	All packages released on the Exadata release 18.1.27.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.28.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.28.0.0_x86_64_base	All packages released on the Exadata release 18.1.28.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.29.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.29.0.0_x86_64_base	All packages released on the Exadata release 18.1.29.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.3.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.3.0.0_x86_64_base	All packages released on the Exadata release 18.1.3.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	468
Exadata release 18.1.30.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.30.0.0_x86_64_base	All packages released on the Exadata release 18.1.30.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	472
Exadata release 18.1.31.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.31.0.0_x86_64_base	All packages released on the Exadata release 18.1.31.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	476
Exadata release 18.1.32.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.32.0.0_x86_64_base	All packages released on the Exadata release 18.1.32.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	477
Exadata release 18.1.33.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.33.0.0_x86_64_base	All packages released on the Exadata release 18.1.33.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	477
Exadata release 18.1.34.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.34.0.0_x86_64_base	All packages released on the Exadata release 18.1.34.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	477
Exadata release 18.1.4.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.4.0.0_x86_64_base	All packages released on the Exadata release 18.1.4.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	468
Exadata release 18.1.5.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.5.0.0_x86_64_base	All packages released on the Exadata release 18.1.5.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.6.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.6.0.0_x86_64_base	All packages released on the Exadata release 18.1.6.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.7.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.7.0.0_x86_64_base	All packages released on the Exadata release 18.1.7.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.8.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.8.0.0_x86_64_base	All packages released on the Exadata release 18.1.8.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469
Exadata release 18.1.9.0.0 db server installation packages (x86_64)	exadata_dbserver_18.1.9.0.0_x86_64_base	All packages released on the Exadata release 18.1.9.0.0 (x86_64) OL6 installation media. This channel does not contain updates.	469

## PCA

PCA 2.4.3.2 CN	pca2432_x86_64_cn	All Oracle Linux 6 based OVM server packages released for PCA 2.4.3.2 Compute Nodes.	19
PCA 2.4.3.2 MN	pca2432_x86_64_mn	All Oracle Linux 6 based packages released for PCA 2.4.3.2 Management Nodes.	19

# Oracle Linux 7

## Latest Packages

Oracle Linux 7 Latest Packages (aarch64)	ol7_aarch64_latest	All packages released for Oracle Linux 7 (aarch64) including the latest errata packages. (aarch64)	3946
Oracle Linux 7 Latest (x86_64)	ol7_x86_64_latest	All packages released for Oracle Linux 7 (x86_64) including the latest errata packages. (x86_64)	5461

Oracle Linux 7 Latest Optional Packages (aarch64)	ol7_aarch64_optional_latest	All optional packages released for Oracle Linux 7 (aarch64) including the latest errata packages. (aarch64)	3778
Oracle Linux 7 Latest Optional Packages (x86_64)	ol7_x86_64_optional_latest	All optional packages released for Oracle Linux 7 (x86_64) including the latest errata packages. (x86_64)	5163

Oracle Linux 7 Addons (aarch64)	ol7_aarch64_addons	Oracle Linux 7 Addons (aarch64).	40
Oracle Linux 7 Addons (x86_64)	ol7_x86_64_addons	Oracle Linux 7 Addons (x86_64).	140

Oracle Linux 7 (aarch64) Development	ol7_aarch64_developer	Latest packages for creating test and development environments - Oracle Linux 7 (aarch64)	176
Oracle Linux 7 (x86_64) Development	ol7_x86_64_developer	Latest packages for creating test and development environments - Oracle Linux 7 (x86_64)	301

EPEL Packages for creating test and development environments for Oracle Linux 7 (aarch64)	ol7_aarch64_developer_EPEL	EPEL Packages for Oracle Linux 7 (aarch64) - This repository is 'End of Life'. No more updates including security and bug fixes will be released.	13197
EPEL Packages for creating test and development environments for Oracle Linux 7 (x86_64)	ol7_x86_64_developer_EPEL	EPEL Packages for Oracle Linux 7 (x86_64) - This repository is 'End of Life'. No more updates including security and bug fixes will be released.	15116

Oracle Software Collections 2 for Oracle Linux 7 (aarch64)	ol7_aarch64_SoftwareCollections	Latest Oracle Software Collections 2.1 packages for Oracle Linux 7 (aarch64).	2900
Oracle Software Collections for Oracle Linux 7 (x86_64)	ol7_x86_64_SoftwareCollections	Latest Oracle Software Collections 3.0 packages for Oracle Linux 7 (x86_64).	7910

Oracle Linux 7 software for SAP	ol7_x86_64_SAP_addons	Packages required for SAP software to run on Oracle Linux 7	8

Packages considered as preview for test and development environments for Oracle Linux 7 (x86_64)	ol7_x86_64_preview	Technology preview packages for testing and development on Oracle Linux 7.  Not for use in production.	12
Oracle Linux 7 Archive (x86_64)	ol7_x86_64_latest_archive	Archived packages for Oracle Linux 7 (x86_64)	5220
Oracle Linux 7 Latest Optional Packages (x86_64) - Archive	ol7_x86_64_optional_archive	Archived optional packages released for Oracle Linux 7 (x86_64) including the latest errata packages. (x86_64)	5042
Oracle Linux 7 Developer Packages Archive (aarch64)	ol7_aarch64_developer_archive	Archived developer packages for Oracle Linux 7 (aarch64)	3
Oracle Linux 7 Developer Packages Archive (x86_64)	ol7_x86_64_developer_archive	Archived developer packages for Oracle Linux 7 (x86_64)	3

Developer Preview of Oracle Linux 7 Update 5 (x86_64) - (not for production use)	ol7_x86_64_u5_developer	Developer Preview of Oracle Linux 7 Update 5 (x86_64) - (not for production use)	5108
Developer Preview of Oracle Linux 7 Update 5 (x86_64) Optional Packages (not for production use)	ol7_x86_64_optional_developer	Developer Preview of Oracle Linux 7 Update 5 (x86_64) Optional Packages (not for production use)	4849

Oracle Linux 7 Update 9 Beta (aarch64)	ol7_aarch64_beta	All beta packages for Oracle Linux 7 Update 9 (aarch64). Not for production use.	3873
Oracle Linux 7 Update 9 Beta (aarch64) Optional	ol7_aarch64_optional_beta	Optional beta packages for Oracle Linux 7 Update 9 (aarch64). Not for production use.	3725
Oracle Linux 7 Update 9 Beta (x86_64)	ol7_x86_64_beta	All beta packages for Oracle Linux 7 Update 9 (x86_64). Not for production use.	5258
Oracle Linux 7 Update 9 Beta (x86_64) Optional	ol7_x86_64_optional_beta	Optional beta packages for Oracle Linux 7 Update 9 (x86_64). Not for production use.	4782


## Installation Media Packages

Oracle Linux 7 GA installation media copy (x86_64)	ol7_x86_64_u0_base	All packages released for Oracle Linux 7 GA (x86_64). No errata included	4315
Oracle Linux 7 Update 1 installation media copy (x86_64)	ol7_x86_64_u1_base	All packages released for Oracle Linux 7 Update 1 (x86_64). No errata included	4384
Oracle Linux 7 Update 2 installation media copy (x86_64)	ol7_x86_64_u2_base	All packages released for Oracle Linux 7 Update 2 (x86_64). No errata included	4634
Oracle Linux 7 Update 3 installation media copy (x86_64)	ol7_x86_64_u3_base	All packages released for Oracle Linux 7 Update 3 (x86_64). No errata included	4768
Oracle Linux 7 Update 4 installation media copy (x86_64)	ol7_x86_64_u4_base	All packages released for Oracle Linux 7 Update 4 (x86_64). No errata included	4999
Oracle Linux 7 Update 5 installation media copy (aarch64)	ol7_aarch64_u5_base	All packages released for Oracle Linux 7 Update 5 (aarch64). No errata included	3810
Oracle Linux 7 Update 5 installation media copy (x86_64)	ol7_x86_64_u5_base	All packages released for Oracle Linux 7 Update 5 (x86_64). No errata included	5127
Oracle Linux 7 Update 6 installation media copy (x86_64)	ol7_x86_64_u6_base	All packages released for Oracle Linux 7 Update 6 (x86_64). No errata included	5180
Oracle Linux 7 Update 7 installation media copy (aarch64)	ol7_aarch64_u7_base	All packages released for Oracle Linux 7 Update 7 (aarch64). No errata included	3889
Oracle Linux 7 Update 7 installation media copy (x86_64)	ol7_x86_64_u7_base	All packages released for Oracle Linux 7 Update 7 (x86_64). No errata included	5257
Oracle Linux 7 Update 8 installation media copy (aarch64)	ol7_aarch64_u8_base	All packages released for Oracle Linux 7 Update 8 (aarch64). No errata included	3890
Oracle Linux 7 Update 8 installation media copy (x86_64)	ol7_x86_64_u8_base	All packages released for Oracle Linux 7 Update 8 (x86_64). No errata included	5258
Oracle Linux 7 Update 9 installation media copy (aarch64)	ol7_aarch64_u9_base	All packages released for Oracle Linux 7 Update 9 (aarch64). No errata included	3870
Oracle Linux 7 Update 9 installation media copy (x86_64)	ol7_x86_64_u9_base	All packages released for Oracle Linux 7 Update 9 (x86_64). No errata included	5257

Oracle Linux 7 GA Patch (x86_64)	ol7_x86_64_u0_patch	Updated packages published after release of Oracle Linux 7 GA (x86_64)	583
Oracle Linux 7 Update 1 Patch (x86_64)	ol7_x86_64_u1_patch	Updated packages published after release of Oracle Linux 7 Update 1 (x86_64)	531
Oracle Linux 7 Update 2 Patch (x86_64)	ol7_x86_64_u2_patch	Updated packages published after release of Oracle Linux 7 Update 2 (x86_64)	685
Oracle Linux 7 Update 3 Patch (x86_64)	ol7_x86_64_u3_patch	Updated packages published after release of Oracle Linux 7 Update 3 (x86_64)	545
Oracle Linux 7 Update 4 Patch (x86_64)	ol7_x86_64_u4_patch	Updated packages published after release of Oracle Linux 7 Update 4 (x86_64)	703
Oracle Linux 7 Update 5 Patch (x86_64)	ol7_x86_64_u5_patch	Updated packages published after release of Oracle Linux 7 Update 5 (x86_64)	688
Oracle Linux 7 Update 6 Patch (x86_64)	ol7_x86_64_u6_patch	Updated packages published after release of Oracle Linux 7 Update 6 (x86_64)	769
Oracle Linux 7 Update 7 Patch (aarch64)	ol7_aarch64_u7_patch	Updated packages published after release of Oracle Linux 7 Update 7 (aarch64)	451
Oracle Linux 7 Update 7 Patch (x86_64)	ol7_x86_64_u7_patch	Updated packages published after release of Oracle Linux 7 Update 7 (x86_64)	647
Oracle Linux 7 Update 8 Patch (x86_64)	ol7_x86_64_u8_patch	Updated packages published after release of Oracle Linux 7 Update 8 (x86_64)	554
Oracle Linux 7 Update 9 Patch (aarch64)	ol7_aarch64_u9_patch	Updated packages published after release of Oracle Linux 7 Update 9 (aarch64)	929
Oracle Linux 7 Update 9 Patch (x86_64)	ol7_x86_64_u9_patch	Updated packages published after release of Oracle Linux 7 Update 9 (x86_64)	1251

## UEK

Unbreakable Enterprise Kernel Release 3 for Oracle Linux 7 (x86_64) - Latest	ol7_x86_64_UEKR3	Latest packages for Unbreakable Enterprise Kernel Release 3 for Oracle Linux 7 (x86_64)	133
OFED supporting tool packages for Unbreakable Enterprise Kernel on Oracle Linux 7 (x86_64)	ol7_x86_64_UEKR3_OFED20	Latest OpenFabrics Enterprise Distribution (OFED) supporting tools for the Unbreakable Enterprise Kernel (UEK) on Oracle Linux 7 (x86_64).	42
Oracle Linux 7 Dtrace Userspace Tools (x86_64) - Latest	ol7_x86_64_Dtrace_userspace	The latest Dtrace userspace tools for Unbreakable Enterprise Kernel Release 3 (UEKR3) on Oracle Linux 7 (x86_64).	2

Unbreakable Enterprise Kernel Release 4 for Oracle Linux 7 (x86_64)	ol7_x86_64_UEKR4	Latest packages for Unbreakable Enterprise Kernel Release 4 for Oracle Linux 7 (x86_64)	37
OFED supporting tool packages for Unbreakable Enterprise Kernel Release 4 on Oracle Linux 7 (x86_64)	ol7_x86_64_UEKR4_OFED	Latest OpenFabrics Enterprise Distribution (OFED) supporting tools for the Unbreakable Enterprise Kernel Release 4 (UEK) on Oracle Linux 7 (x86_64).	30
Dtrace Userspace Tools (x86_64) for UEKR4 on Oracle Linux 7	ol7_x86_64_UEKR4_DTrace_userspace	The latest Dtrace userspace tools for Oracle Linux 7 (x86_64) with Unbreakable Enterprise Kernel Release 4 (UEKR4).	2
Unbreakable Enterprise Kernel Release 4 for Oracle Linux 7 (x86_64) -Archive	ol7_x86_64_UEKR4_archive	Archived packages for Unbreakable Enterprise Kernel Release 4 for Oracle Linux 7 (x86_64)	57

Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (x86_64)	ol7_x86_64_UEKR5	Latest packages for Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (x86_64)	107
Developer preview of Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (aarch64)	ol7_aarch64_developer_UEKR5	Latest developer preview of Unbreakable Enterprise Kernel Release 5 packages for creating test and development environments (not for production use) - Oracle Linux 7 (aarch64)	33
Developer preview of Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (x86_64)	ol7_x86_64_developer_UEKR5	Latest developer preview of Unbreakable Enterprise Kernel Release 5 packages for creating test and development environments (not for production use) - Oracle Linux 7 (x86_64)	107
Oracle Linux 7 Unbreakable Enterprise Kernel Release 5 RDMA (x86_64)	ol7_x86_64_UEKR5_RDMA	Userspace utilities for configuring RDMA with Unbreakable Enterprise Kernel Release 5 on Oracle Linux 7 (x86_64).	25
Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (x86_64) -Archive	ol7_x86_64_UEKR5_archive	Archived packages for Unbreakable Enterprise Kernel Release 5 for Oracle Linux 7 (x86_64)	6

Unbreakable Enterprise Kernel Release 6 for Oracle Linux 7 (aarch64)	ol7_aarch64_UEKR6	Latest Unbreakable Enterprise Kernel Release 6 packages for Oracle Linux 7 (aarch64)	62
Unbreakable Enterprise Kernel Release 6 for Oracle Linux 7 (x86_64)	ol7_x86_64_UEKR6	Latest Unbreakable Enterprise Kernel Release 6 packages for Oracle Linux 7 (x86_64)	106
Developer preview of Unbreakable Enterprise Kernel Release 6 for Oracle Linux 7 (aarch64)	ol7_aarch64_developer_UEKR6	Latest developer preview of Unbreakable Enterprise Kernel Release 6 packages for creating test and development environments (not for production use) - Oracle Linux 7 (aarch64)	46
Developer preview of Unbreakable Enterprise Kernel Release 6 for Oracle Linux 7 (x86_64)	ol7_x86_64_developer_UEKR6	Latest developer preview of Unbreakable Enterprise Kernel Release 6 packages for creating test and development environments (not for production use) - Oracle Linux 7 (x86_64)	61
Oracle Linux 7 (x86_64) UEK Release 6 RDMA	ol7_x86_64_UEKR6_RDMA	Latest RDMA packages for Unbreakable Enterprise Kernel Release 6 packages on Oracle Linux 7 for the Oracle Integrated Stack.	25

Red Hat compatible kernel with Oracle provided fixes for Oracle Linux 7 (x86_64)	ol7_x86_64_MODRHCK	Latest Red Hat compatible kernel with Oracle provided fixes for Oracle Linux 7 (x86_64).	13

## Ksplice

Ksplice for Oracle Linux 7 (aarch64)	ol7_aarch64_ksplice	Oracle Ksplice clients, updates, and dependencies for Oracle Linux 7 (aarch64).	301
Ksplice for Oracle Linux 7 (x86_64)	ol7_x86_64_ksplice	Oracle Ksplice clients, updates, and dependencies for Oracle Linux 7 (x86_64).	877
Ksplice aware userspace packages for Oracle Linux 7 (aarch64)	ol7_aarch64_userspace_ksplice	Latest packages for Ksplice aware userspace packages for Oracle Linux 7 (aarch64).	16
Ksplice aware userspace packages for Oracle Linux 7 (x86_64)	ol7_x86_64_userspace_ksplice	Latest packages for Ksplice aware userspace packages for Oracle Linux 7 (x86_64).	22

## Leapp

Leapp Upgrade Utilities for Oracle Linux 7 (aarch64)	ol7_aarch64_leapp	Latest packages for in-place upgrade from Oracle Linux 7 to Oracle Linux 8 (aarch64) .	17
Leapp Upgrade Utilities for Oracle Linux 7 (x86_64)	ol7_x86_64_leapp	Latest packages for in-place upgrade from Oracle Linux 7 to Oracle Linux 8 (x86_64) .	17

## Instant Client

Oracle Instant Client for Oracle Linux 7 (x86_64) - License Included	ol7_x86_64_oracle_instantclient	Oracle Instant Client packages for Oracle Linux 7 (x86_64) .	149
Oracle Instant Client 21 for Oracle Linux 7 (x86_64) - License Included	ol7_x86_64_oracle_instantclient21	Oracle Instant Client 21 packages for Oracle Linux 7 (x86_64) .	8

